RareDropTable=true
526, 1, 1, 0
1069, 1, 1, 1
1355, 1, 1, 1
1197, 1, 1, 1
1161, 1, 1, 2
1213, 1, 1, 2
4093, 1, 1, 3
13290, 1, 1, 3
563, 3, 3, 1
561, 15, 45, 2
5106, 1, 1, 1
5280, 1, 1, 1
5281, 1, 1, 1
5296, 1, 1, 1
5297, 1, 1, 1
5300, 1, 1, 2
5301, 1, 1, 2
21620, 3, 3, 2
5299, 1, 1, 2
5302, 1, 1, 3
5303, 1, 1, 3
5295, 1, 1, 3
5304, 1, 1, 4
199, 1, 3, 1
201, 1, 3, 1
211, 1, 3, 2
215, 1, 3, 3
217, 1, 3, 3
995, 44, 440, 1
15137, 1, 1, 1
225, 1, 1, 1
2722, 1, 1, 3
24154, 1, 1, 3
18757, 1, 1, 4
18778, 1, 1, 4
