RareDropTable=true
12480, 1, 1, 4
536, 1, 1, 0
1747, 1, 1, 0
1355, 1, 1, 2
829, 30, 30, 2
1361, 1, 1, 2
1369, 1, 1, 2
1197, 1, 1, 2
1315, 1, 1, 2
1123, 1, 1, 2
1303, 1, 1, 3
1185, 1, 1, 3
1373, 1, 1, 4
1319, 1, 1, 4
810, 16, 16, 1
829, 30, 30, 1
868, 2, 2, 2
811, 10, 10, 2
556, 75, 75, 2
565, 15, 15, 2
560, 5, 50, 2
554, 50, 50, 2
563, 10, 45, 2
561, 67, 79, 2
562, 90, 90, 2
2361, 1, 2, 2
2353, 1, 1, 4
995, 129, 3000, 1
18642, 1, 1, 1
9431, 1, 1, 2
2722, 1, 1, 2
15152, 1, 1, 2
24909, 20, 40, 2
12480, 1, 1, 3
24154, 1, 1, 3
18778, 1, 1, 4
11286, 1, 1, 4
