RareDropTable=true
20264, 1, 1, 0
882, 2, 9, 1
877, 1, 10, 1
1155, 1, 1, 1
1351, 1, 1, 1
1139, 1, 1, 1
1277, 1, 1, 1
1265, 1, 1, 1
884, 1, 5, 1
1101, 1, 1, 1
1349, 1, 1, 1
1267, 1, 1, 1
886, 1, 1, 1
1141, 1, 1, 2
1353, 1, 1, 3
1269, 1, 1, 3
1381, 1, 1, 3
1383, 1, 1, 3
288, 1, 1, 4
1993, 1, 1, 2
1913, 1, 1, 3
1891, 1, 1, 3
1917, 1, 1, 3
6794, 1, 1, 4
556, 1, 10, 1
555, 1, 11, 1
562, 1, 6, 3
560, 1, 2, 3
995, 1, 40, 1
2355, 1, 1, 1
442, 1, 1, 1
1718, 1, 1, 2
1444, 1, 1, 2
2677, 1, 1, 3
2722, 1, 1, 3
24154, 1, 1, 3
6691, 1, 1, 3
193, 1, 1, 3
18778, 1, 1, 4
1716, 1, 1, 4
2, 10, 40, 4
