RareDropTable=true
592, 1, 1, 0
1333, 1, 1, 3
1185, 1, 1, 2
4675, 1, 1, 3
1673, 1, 1, 1
1654, 1, 1, 1
1635, 1, 1, 1
1677, 1, 1, 2
1639, 1, 1, 2
2566, 1, 1, 2
1727, 1, 1, 2
1656, 1, 1, 2
1637, 1, 1, 2
11072, 1, 1, 2
199, 1, 1, 3
201, 1, 1, 3
203, 1, 1, 3
205, 1, 1, 3
207, 1, 1, 3
209, 1, 1, 3
211, 1, 1, 4
213, 1, 1, 3
215, 1, 1, 3
2485, 1, 1, 4
217, 1, 1, 4
995, 1, 472, 2
405, 1, 1, 2
2357, 1, 1, 2
444, 1, 1, 1
970, 1, 1, 1
9032, 1, 1, 1
1939, 1, 17, 1
950, 1, 1, 1
2007, 10, 10, 4
2801, 1, 1, 3
30139, 1, 1, 3
30140, 1, 1, 3
30141, 1, 1, 3
18778, 1, 1, 4
