RareDropTable=true
532, 1, 1, 0
1353, 1, 1, 1
1393, 1, 1, 2
1333, 1, 1, 3
1319, 1, 1, 4
1373, 1, 1, 4
1181, 1, 1, 1
1141, 1, 1, 1
1185, 1, 1, 4
892, 12, 12, 2
554, 37, 200, 1
562, 5, 5, 2
565, 5, 5, 2
563, 2, 45, 2
561, 15, 15, 3
199, 1, 1, 1
201, 1, 1, 1
203, 1, 1, 1
211, 1, 1, 1
205, 1, 1, 2
207, 1, 1, 2
209, 1, 1, 2
215, 1, 1, 2
2485, 1, 1, 3
213, 1, 1, 3
217, 1, 1, 3
995, 15, 360, 1
15173, 1, 1, 1
7872, 1, 1, 1
24909, 20, 20, 1
379, 1, 1, 2
2353, 1, 1, 2
117, 1, 1, 2
10976, 1, 1, 3
10977, 1, 1, 3
24154, 1, 1, 3
18757, 1, 1, 4
18778, 1, 1, 4
