RareDropTable=true
14484, 1, 1, 3
20268, 1, 1, 0
1371, 1, 1, 1
1432, 1, 1, 1
1289, 1, 1, 1
25555, 1, 1, 3
1373, 1, 1, 4
1319, 1, 1, 4
1185, 1, 1, 1
1113, 1, 1, 2
1147, 1, 1, 2
163, 1, 6, 1
139, 1, 3, 2
385, 5, 15, 2
5298, 1, 2, 1
5281, 1, 1, 1
5294, 1, 2, 1
5104, 1, 3, 1
5292, 1, 2, 1
5282, 1, 1, 1
5311, 1, 3, 1
5299, 1, 2, 1
5280, 4, 10, 2
5100, 1, 2, 2
5295, 1, 3, 2
12176, 1, 2, 2
5323, 1, 4, 2
5296, 1, 2, 2
5105, 1, 3, 2
5303, 1, 2, 2
5302, 1, 2, 2
5301, 1, 2, 3
199, 1, 11, 1
201, 1, 11, 1
203, 1, 11, 1
205, 1, 11, 1
209, 1, 11, 1
211, 1, 11, 1
213, 1, 11, 1
215, 1, 11, 1
2485, 1, 11, 1
207, 1, 11, 2
217, 1, 11, 2
1602, 3, 5, 1
2361, 3, 7, 1
560, 20, 40, 1
4699, 20, 45, 1
563, 20, 45, 1
1442, 2, 5, 1
565, 10, 20, 2
995, 3, 0, 1
24154, 1, 1, 2
2722, 1, 1, 2
18778, 1, 1, 3
14474, 1, 1, 4
14472, 1, 1, 4
14476, 1, 1, 4
19043, 1, 1, 4
18757, 1, 1, 4
25481, 1, 1, 3
