RareDropTable=true
536, 1, 1, 0
2351, 5, 5, 0
1357, 1, 1, 2
1371, 1, 1, 2
1317, 1, 1, 2
1393, 1, 1, 2
1359, 1, 1, 3
1432, 1, 1, 3
1303, 1, 1, 3
1373, 1, 1, 3
1183, 1, 1, 2
1147, 1, 1, 3
1163, 1, 1, 3
1185, 1, 1, 3
1201, 1, 1, 3
4585, 1, 1, 4
4087, 1, 1, 4
830, 4, 8, 1
9143, 2, 12, 2
811, 9, 9, 2
868, 1, 7, 2
886, 150, 150, 3
9144, 2, 8, 3
2361, 2, 2, 2
2363, 1, 1, 3
161, 1, 1, 1
145, 1, 1, 3
2442, 1, 1, 3
995, 270, 550, 1
15161, 1, 1, 1
2011, 1, 2, 2
9431, 1, 1, 2
18757, 1, 1, 3
2722, 1, 1, 3
18778, 1, 1, 4
19043, 1, 1, 4
11286, 1, 1, 4
