RareDropTable=true
25551, 1, 1, 0
1143, 1, 1, 3
1185, 1, 1, 3
1333, 1, 1, 3
1165, 1, 1, 4
560, 1, 15, 1
563, 1, 20, 1
554, 2, 60, 1
565, 2, 16, 2
5104, 1, 1, 2
5311, 1, 1, 2
5100, 1, 1, 2
5323, 1, 1, 2
5298, 1, 1, 3
5281, 1, 1, 3
5280, 1, 1, 3
5301, 1, 1, 3
5297, 1, 1, 3
5299, 1, 1, 3
5292, 1, 1, 3
5282, 1, 1, 3
5106, 1, 1, 3
5293, 1, 1, 3
5296, 1, 1, 3
5105, 1, 1, 3
5294, 1, 1, 3
12176, 1, 1, 3
5295, 1, 1, 3
5303, 1, 1, 4
5302, 1, 1, 4
448, 3, 3, 1
450, 1, 1, 2
1623, 1, 1, 2
1621, 1, 1, 2
1619, 1, 1, 3
1617, 1, 1, 4
995, 5, 482, 1
6004, 1, 3, 2
24154, 1, 1, 3
2677, 1, 1, 3
2801, 1, 1, 2
18778, 1, 1, 4
