RareDropTable=true
1197, 1, 1, 2
1183, 1, 1, 2
1147, 1, 1, 2
1113, 1, 1, 3
1127, 1, 1, 4
1185, 1, 1, 4
1353, 1, 1, 1
1365, 1, 1, 1
1299, 1, 1, 1
1285, 1, 1, 1
1211, 1, 1, 2
1319, 1, 1, 2
1373, 1, 1, 2
1213, 1, 1, 2
1289, 1, 1, 3
556, 50, 50, 2
565, 7, 7, 2
554, 37, 37, 2
563, 3, 45, 2
560, 45, 45, 2
562, 10, 10, 2
829, 1, 1, 2
892, 42, 150, 2
199, 1, 1, 1
215, 1, 1, 1
203, 1, 1, 1
201, 1, 1, 1
205, 1, 1, 1
211, 1, 1, 2
207, 1, 1, 2
209, 1, 1, 2
213, 1, 1, 2
2485, 1, 1, 3
217, 1, 1, 3
995, 28, 0, 1
379, 1, 2, 2
133, 1, 1, 2
145, 1, 1, 2
3138, 2, 4, 2
18778, 1, 1, 3
24154, 1, 1, 3
18757, 1, 1, 4
