RareDropTable=true
526, 1, 1, 0
1145, 1, 1, 2
888, 5, 17, 2
890, 5, 14, 2
1165, 1, 1, 4
333, 1, 1, 2
329, 1, 1, 2
1437, 15, 30, 1
555, 7, 7, 1
7936, 1, 1, 1
554, 15, 15, 2
564, 2, 4, 2
562, 7, 7, 2
563, 2, 2, 2
5318, 1, 4, 2
5319, 1, 1, 2
5324, 3, 3, 2
5322, 1, 1, 2
5320, 1, 1, 2
5323, 1, 1, 2
12148, 3, 4, 2
199, 1, 1, 2
203, 1, 1, 2
205, 1, 1, 2
207, 1, 1, 2
209, 1, 1, 2
211, 1, 1, 2
213, 1, 1, 2
215, 1, 1, 2
2485, 1, 1, 2
217, 1, 1, 2
995, 14, 221, 1
221, 1, 1, 1
596, 1, 1, 2
2801, 1, 1, 3
454, 3, 7, 3
9010, 1, 1, 3
18778, 1, 1, 4
24154, 1, 1, 3
