RareDropTable=true
555, 1, 1, 0
555, 90, 90, 1
565, 4, 12, 1
560, 9, 19, 2
4695, 3, 10, 2
4698, 3, 9, 2
4694, 3, 12, 2
5298, 1, 1, 2
5281, 1, 1, 2
5280, 1, 1, 2
5301, 1, 1, 2
5294, 1, 1, 2
5297, 1, 1, 2
5104, 1, 1, 2
5299, 1, 1, 2
5302, 1, 1, 2
5100, 1, 1, 2
5292, 1, 1, 2
5282, 1, 1, 2
5106, 1, 1, 2
12176, 1, 1, 2
5323, 1, 1, 2
5293, 1, 1, 2
5296, 1, 1, 2
5105, 1, 1, 2
5311, 1, 1, 2
5321, 1, 9, 2
5295, 1, 1, 3
5303, 1, 1, 3
888, 90, 90, 1
1111, 1, 1, 2
1159, 1, 1, 2
9418, 1, 1, 2
1343, 1, 1, 2
1147, 1, 1, 2
1383, 1, 1, 2
1395, 1, 1, 2
9337, 15, 15, 2
2487, 1, 1, 3
1123, 1, 1, 3
199, 1, 10, 1
201, 1, 1, 1
203, 1, 1, 1
207, 1, 1, 2
209, 1, 1, 2
205, 1, 1, 2
211, 1, 1, 2
213, 1, 1, 2
215, 1, 1, 2
217, 1, 1, 2
2485, 1, 1, 2
445, 1, 6, 1
448, 1, 5, 1
454, 8, 8, 2
2359, 2, 2, 2
1624, 1, 4, 2
377, 5, 12, 2
383, 3, 6, 2
385, 1, 1, 2
995, 97, 692, 1
572, 5, 10, 1
232, 20, 20, 2
407, 1, 1, 2
402, 10, 29, 2
1444, 1, 1, 2
228, 5, 10, 2
6667, 1, 1, 2
24909, 20, 40, 2
193, 1, 1, 3
2, 11, 27, 3
6691, 1, 1, 3
24154, 1, 1, 3
2722, 1, 1, 3
18757, 1, 1, 3
18778, 1, 1, 4
